Contig name,Number of restriction sites ,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,True identity
k141_8536,120,246332,87.5148,46292,stipitis
k141_12128,19,26749,49.205,5652,paradoxus
k141_9536,9,21305,77.7245,4536,mikatae
k141_12129,2,1019,9.95052,49,kudriavzevii
k141_8539,1,1988,189.214,80,gossypii
k141_12131,0,1749,12.4234,22,kudriavzevii
k141_8540,1,1440,94,37,gossypii
k141_12133,3,6741,67.2132,1046,mikatae
k141_7674,2,4982,83.9957,1933,mikatae
k141_12135,0,1535,708.778,860,uvarum
k141_7677,0,1094,45.0106,1383,pastoris
k141_12138,1,1630,10.1601,15,kudriavzevii
k141_7678,0,1935,251.426,414,cerevisiae
k141_3145,23,44441,49.7496,1171,gossypii
k141_3146,0,1103,12418.9,50058,castellii
k141_12140,10,11633,58.3155,3731,paradoxus
k141_12143,0,1206,18.6534,30,kudriavzevii
k141_1467,88,177465,97.551,48959,castellii
k141_11038,16,28020,65.0271,4902,paradoxus
k141_12145,4,4577,97.166,1607,mikatae
k141_7680,13,20707,305.104,15262,cerevisiae
k141_8543,9,12458,281.208,8493,cerevisiae
k141_4115,15,19366,95.5839,8783,kluyveri
k141_10320,17,24451,297.649,18178,cerevisiae
k141_10321,7,11083,80.4866,1883,mikatae
k141_610,22,39650,81.992,6576,mikatae
k141_8544,10,14312,55.7655,2183,paradoxus
k141_10322,0,2600,98.342,367,uvarum
k141_5127,98,148322,79.4118,31502,mikatae
k141_11041,3,6347,87.9558,1519,mikatae
k141_3148,9,15010,130.184,3841,kluyveri
k141_11042,1,1342,8.91443,47,kudriavzevii
k141_3149,1,1798,9.98908,24,kudriavzevii
k141_1471,4,11436,85.1308,1540,uvarum
k141_6718,38,58307,98.8468,19048,kluyveri
k141_6719,1,1159,94.8613,97,cerevisiae
k141_1479,2,1465,56.3414,575,wickerhamii
k141_7681,14,13298,111.142,8875,kluyveri
k141_7689,6,8528,59.3625,3136,paradoxus
k141_7692,0,2436,13.4484,30,kudriavzevii
k141_10324,0,4562,168.711,500,uvarum
k141_10325,1,1109,54.0813,166,paradoxus
k141_9538,23,53190,273.961,34716,cerevisiae
k141_2259,34,64155,99.5102,15939,castellii
k141_8559,7,14199,58.3907,2453,paradoxus
k141_6723,9,12381,89.5812,4022,waltii
k141_8564,0,3378,282.617,1501,cerevisiae
k141_3151,11,27230,245.848,14118,cerevisiae
k141_3153,1,1045,51.3855,191,paradoxus
k141_6724,5,10035,107.332,3727,kluyveri
k141_3154,6,8058,287.503,6350,cerevisiae
k141_7695,22,26443,62.1448,4868,paradoxus
k141_12147,73,126829,82.5808,19413,uvarum
k141_12150,0,1203,76.0218,337,mikatae
k141_611,41,48201,81.3974,15213,waltii
k141_13878,111,147580,81.0401,41577,waltii
k141_13884,1,5530,548.681,15164,cerevisiae
k141_7706,3,3144,94.5401,546,paradoxus
k141_12159,1,5507,58.9886,767,paradoxus
k141_12842,189,310146,76.2803,57676,wickerhamii
k141_12160,0,1516,203.045,323,waltii
k141_3155,31,28379,89.7279,6857,waltii
k141_12162,2,3460,5092.26,107952,cerevisiae
k141_12849,1,2692,3258.16,138846,cerevisiae
k141_12165,0,1500,314.006,150,cerevisiae
k141_12851,2,3567,49.6959,358,paradoxus
k141_13885,4,15847,89.7365,3356,castellii
k141_8567,30,42953,105.393,17707,kluyveri
k141_1488,56,70669,87.1009,19401,mikatae
k141_613,13,30159,88.0789,5587,mikatae
k141_9540,36,58377,72.8037,14101,lactis
k141_9541,2,3534,86.6891,696,paradoxus
k141_614,6,9043,177.735,2812,mikatae
k141_616,1,1209,13.9868,47,kudriavzevii
k141_3159,10,13550,54.5508,2605,paradoxus
k141_6725,24,34633,252.17,24546,cerevisiae
k141_13889,0,1039,455.571,541,waltii
k141_6734,0,1337,9.88206,29,kudriavzevii
k141_13890,3,6271,80.917,1035,wickerhamii
k141_6737,2,1103,42.8531,184,paradoxus
k141_3161,5,14656,181.317,5582,cerevisiae
k141_13893,1,6004,148.607,1964,kluyveri
k141_6738,3,8792,249.897,3776,cerevisiae
k141_13897,2,1103,10.4701,23,kudriavzevii
k141_3162,4,3118,52.1978,543,paradoxus
k141_6741,2,1426,10.6458,29,kudriavzevii
k141_13898,0,2519,226.873,490,mikatae
k141_13903,1,1159,12.4668,47,kudriavzevii
k141_617,7,6974,134.207,2056,kluyveri
k141_1489,15,21587,191.249,8256,mikatae
k141_1490,1,2779,93.1704,250,mikatae
k141_5128,55,96676,97.6395,36654,kluyveri
k141_619,8,8762,102.616,2764,kluyveri
k141_6745,8,12441,54.3132,2290,paradoxus
k141_1492,4,10157,53.2841,1583,paradoxus
k141_1494,3,1734,10.5865,32,kudriavzevii
k141_12169,22,48805,98.5921,10597,castellii
k141_1496,0,1861,868.435,6007,cerevisiae
k141_8568,24,40120,86.0399,7907,mikatae
k141_8569,0,1369,58.0558,159,waltii
k141_1498,1,3195,1956.22,49089,waltii
k141_10326,56,99266,115.286,34791,mikatae
k141_13905,14,8251,63.1027,2987,paradoxus
k141_13906,3,2189,61.2099,424,paradoxus
k141_4116,71,105305,78.055,36371,lactis
k141_4117,1,2608,101.009,606,Unmapped
k141_624,4,11686,184.25,2684,uvarum
k141_12170,6,15235,105.553,3653,castellii
k141_8570,19,24770,81.2746,6214,waltii
k141_625,2,9524,53.7601,1179,paradoxus
k141_12171,10,16744,81.3041,2115,uvarum
k141_627,8,8451,287.865,8384,cerevisiae
k141_628,0,1230,20.487,12,kudriavzevii
k141_12852,41,70058,89.5823,15108,stipitis
k141_629,12,16147,57.9711,2668,paradoxus
k141_1504,16,30286,288.021,21771,cerevisiae
k141_630,0,2891,64.3594,400,paradoxus
k141_13908,39,49846,105.688,22228,kluyveri
k141_11044,113,167707,73.5717,57543,lactis
k141_5129,30,62619,82.5338,12373,mikatae
k141_13909,3,6537,120.12,2239,kluyveri
k141_5130,3,3305,62.3271,395,paradoxus
k141_11046,2,4446,57.1972,806,paradoxus
k141_1506,2,4244,132.157,2223,kluyveri
k141_1507,4,16146,49.0997,1985,paradoxus
k141_632,10,21171,100.795,6426,kluyveri
k141_1508,2,1550,333.204,372,cerevisiae
k141_2262,88,146432,79.1947,27423,wickerhamii
k141_12857,29,38574,92.0685,15165,kluyveri
k141_3163,49,85034,70.4185,15105,wickerhamii
k141_6071,138,262502,87.2412,57558,stipitis
k141_4119,38,68268,107.573,26275,kluyveri
k141_3164,5,2308,176.873,661,cerevisiae
k141_6072,2,2485,88.9353,433,waltii
k141_6074,1,1264,9.89677,22,kudriavzevii
k141_11053,6,10204,298.742,5159,cerevisiae
k141_5133,4,8596,108.409,2618,kluyveri
k141_6747,43,70134,85.8045,21558,lactis
k141_8571,28,41372,60.8104,7881,paradoxus
k141_8572,0,1442,20.5139,21,kudriavzevii
k141_11061,1,3073,226.262,1900,cerevisiae
k141_5135,2,3915,90.7145,1070,kluyveri
k141_11064,1,1179,8.94752,34,kudriavzevii
k141_12858,2,1883,97.2372,422,uvarum
k141_12859,4,6883,79.7007,1226,mikatae
k141_12860,0,1280,47.1009,173,paradoxus
k141_636,6,11005,70.8486,1591,paradoxus
k141_638,0,1083,61.6088,114,paradoxus
k141_12173,20,52397,103.432,16962,kluyveri
k141_2265,2,6312,82.2574,1160,uvarum
k141_3165,2,3463,39.2928,869,paradoxus
k141_4126,3,2706,54.5098,571,paradoxus
k141_1510,7,15771,174.859,4961,mikatae
k141_1511,0,1854,18.5604,34,kudriavzevii
k141_6076,2,8129,280.093,4432,cerevisiae
k141_6079,1,1342,106.154,94,uvarum
k141_1512,0,2852,67.8479,721,paradoxus
k141_6081,2,7847,57.0231,1188,paradoxus
k141_2266,15,22613,403.296,18911,cerevisiae
k141_2271,1,1026,12.1895,27,kudriavzevii
k141_8573,2,14873,179.926,5485,cerevisiae
k141_12176,0,3608,304.755,1388,cerevisiae
k141_9543,69,119546,77.5019,33746,lactis
k141_8574,1,2985,82.5834,662,mikatae
k141_8576,0,2522,294.737,1007,cerevisiae
k141_9544,1,4348,70.1189,531,mikatae
k141_13911,23,44107,109.294,17074,kluyveri
k141_4131,13,18659,55.2697,3448,paradoxus
k141_9545,1,3377,155.663,352,uvarum
k141_9546,1,2193,87.3647,445,mikatae
k141_10329,75,121756,74.646,36169,lactis
k141_2275,1,2089,11.3672,34,kudriavzevii
k141_12862,26,29973,64.4726,4581,paradoxus
k141_6086,8,11406,84.3058,2271,mikatae
k141_7707,113,163432,72.1913,36048,wickerhamii
k141_6749,30,44876,104.214,17343,kluyveri
k141_6752,0,1335,11.0295,18,kudriavzevii
k141_7708,0,3581,247.556,1132,cerevisiae
k141_6087,0,6852,55.5051,856,paradoxus
k141_6089,3,1351,223.263,365,mikatae
k141_6090,1,1374,12.0458,34,kudriavzevii
k141_1513,19,35007,98.6789,8457,castellii
k141_7711,4,8199,74.3986,2149,mikatae
k141_1517,0,2803,911.275,2615,mikatae
k141_6096,1,5599,57.4382,786,paradoxus
k141_10330,2,5149,62.1844,1192,paradoxus
k141_10333,1,1112,81.3472,197,paradoxus
k141_6757,4,7428,53.2051,938,paradoxus
k141_6764,3,2132,63.5262,790,paradoxus
k141_6765,2,5019,55.6611,705,paradoxus
k141_6766,1,1339,10.5114,14,kudriavzevii
k141_5136,50,71482,80.2902,12910,uvarum
k141_10345,8,11400,70.084,2586,paradoxus
k141_10347,1,1461,8.44622,14,kudriavzevii
k141_9547,25,40747,91.546,13507,castellii
k141_7713,14,23739,171.401,13294,waltii
k141_7714,1,2540,45.2121,272,paradoxus
k141_1518,23,33525,302.821,23364,cerevisiae
k141_11067,36,67194,82.6259,12161,mikatae
k141_10350,10,11084,280.743,8305,cerevisiae
k141_5137,10,15286,56.6186,2574,paradoxus
k141_9548,9,15632,91.1113,5254,castellii
k141_6768,16,19572,98.7012,6889,kluyveri
k141_11068,10,17988,95.4869,2215,uvarum
k141_11069,2,1044,10.2081,12,kudriavzevii
k141_10352,6,10389,62.9827,1191,uvarum
k141_6772,2,8210,76.9375,931,uvarum
k141_5138,9,16451,43.8363,312,gossypii
k141_6773,2,2909,269.009,914,cerevisiae
k141_12863,37,53102,95.3151,21253,kluyveri
k141_639,41,80340,100.04,17143,castellii
k141_12864,1,1548,10.8941,25,kudriavzevii
k141_640,2,1425,9.91373,31,kudriavzevii
k141_12865,2,1775,96.0265,1559,kluyveri
k141_2278,28,53436,286.516,43434,cerevisiae
k141_641,0,2467,110.431,249,mikatae
k141_2279,0,1004,40.3724,162,paradoxus
k141_2280,1,1835,53.7199,312,paradoxus
k141_12866,1,6850,77.1124,835,uvarum
k141_12867,1,2079,67.014,466,paradoxus
k141_4133,47,82157,72.0785,22520,lactis
k141_12877,0,1590,14.5576,56,kudriavzevii
k141_4134,0,3705,137.994,1436,kluyveri
k141_12879,3,4739,55.579,688,paradoxus
k141_4137,2,1470,376.095,367,cerevisiae
k141_7716,26,36909,280.993,30453,cerevisiae
k141_6774,0,1296,85.2487,190,kluyveri
k141_6775,1,2468,47.0621,378,paradoxus
k141_5142,1,1881,230.633,993,castellii
k141_13912,45,80882,92.7835,18232,castellii
k141_10353,9,14248,264.201,9978,cerevisiae
k141_13913,1,3019,154.273,833,wickerhamii
k141_13914,2,1461,9.66972,48,kudriavzevii
k141_10354,6,3570,63.7819,564,paradoxus
k141_10355,3,3775,60.7404,964,paradoxus
k141_10356,0,1149,713.167,714,cerevisiae
k141_8577,55,92966,94.7837,32216,castellii
k141_11075,13,20757,144.861,7270,cerevisiae
k141_13917,2,9053,91.6701,783,uvarum
k141_5146,17,18963,97.6722,11184,kluyveri
k141_8579,4,9681,79.4802,1111,uvarum
k141_7717,1,3117,101,1305,lactis
k141_1519,20,36591,100.163,17487,kluyveri
k141_6777,4,11762,91.5179,4096,kluyveri
k141_12178,55,100607,92.2015,26287,castellii
k141_1520,3,2336,13.4858,106,kudriavzevii
k141_7718,2,5787,49.3202,1363,paradoxus
k141_7719,0,1195,12.2172,27,kudriavzevii
k141_6783,5,3754,328.175,3660,waltii
k141_643,21,35451,317.292,27264,cerevisiae
k141_6784,0,1383,34.4745,118,waltii
k141_12880,7,17054,65.2471,4587,paradoxus
k141_1523,14,9817,87.855,5765,kluyveri
k141_1525,5,4314,54.8725,1047,paradoxus
k141_12185,6,13937,289.045,8519,cerevisiae
k141_8580,7,11862,86.3131,2643,mikatae
k141_6785,10,17269,83.3608,2779,mikatae
k141_8583,1,2089,69.1279,194,mikatae
k141_10357,15,26739,96.4296,8940,kluyveri
k141_9549,48,57758,105.199,21582,kluyveri
k141_10358,4,5863,56.318,931,paradoxus
k141_10361,0,1131,1132.68,946,mikatae
k141_9553,4,5439,51.553,778,paradoxus
k141_13926,18,22701,290.281,24505,cerevisiae
k141_13928,0,2138,596.982,709,cerevisiae
k141_1532,0,2912,64.4493,411,paradoxus
k141_1533,2,1227,10.6249,75,kudriavzevii
k141_12881,13,21635,53.255,3901,paradoxus
k141_11077,26,38598,302.211,36075,cerevisiae
k141_644,15,23378,65.0524,3131,paradoxus
k141_645,0,1131,33.1193,43,kudriavzevii
k141_8589,13,22512,75.3879,3032,uvarum
k141_1538,12,21323,61.7428,4753,paradoxus
k141_8592,4,6180,96.2156,1832,kluyveri
k141_6787,13,16469,62.6009,3364,paradoxus
k141_8594,2,2405,102.205,303,uvarum
k141_5149,23,37122,309.134,27710,cerevisiae
k141_9557,8,12445,57.7619,2299,paradoxus
k141_648,6,14975,126.862,4368,kluyveri
k141_5150,3,2878,276.876,2418,cerevisiae
k141_6791,4,7772,308.022,5925,cerevisiae
k141_650,1,1698,104.491,659,kluyveri
k141_1539,1,4180,217.345,1029,mikatae
k141_12190,21,32027,74.0923,8254,waltii
k141_12885,6,6888,83.5108,887,uvarum
k141_3166,102,174831,85.8727,46705,waltii
k141_652,5,4100,57.5248,735,paradoxus
k141_5161,0,1082,83.3423,112,uvarum
k141_5168,0,3435,13.491,41,kudriavzevii
k141_13929,21,30618,104.986,9482,kluyveri
k141_659,5,11097,138.18,3512,kluyveri
k141_5171,11,15855,105.728,9491,kluyveri
k141_6794,16,25445,54.6762,4367,paradoxus
k141_12199,11,18266,53.6366,3793,paradoxus
k141_3168,7,12661,61.9326,2138,paradoxus
k141_3170,2,3325,55.3531,1152,paradoxus
k141_1542,8,23327,85.212,3569,mikatae
k141_11081,31,39830,84.6396,7267,uvarum
k141_11083,4,6135,54.2251,892,paradoxus
k141_1543,8,8080,66.0882,1870,paradoxus
k141_6114,110,143507,80.7496,43279,waltii
k141_7722,50,87740,48.4239,1983,gossypii
k141_6795,1,4951,429.701,4386,cerevisiae
k141_5182,0,1992,63.1998,222,paradoxus
k141_9560,29,44916,72.0011,8364,wickerhamii
k141_5184,5,7484,173.996,3210,kluyveri
k141_6123,0,1505,545.476,1508,Unmapped
k141_7726,2,2556,57.9389,455,paradoxus
k141_9562,2,5835,64.2431,852,paradoxus
k141_7729,5,4798,165.517,2238,cerevisiae
k141_9567,0,1662,51.0979,181,paradoxus
k141_7731,1,2379,56.2046,354,Unmapped
k141_9571,1,1899,49.9165,238,paradoxus
k141_9572,1,1067,18.2236,13,kudriavzevii
k141_9573,4,6173,269.598,3648,cerevisiae
k141_11086,24,31902,67.2606,6265,uvarum
k141_9575,0,2089,62.5967,221,uvarum
k141_1544,15,33354,64.0408,6041,wickerhamii
k141_9578,2,1731,53.9273,326,paradoxus
k141_1545,0,2915,12.0922,46,kudriavzevii
k141_10363,51,79658,308.191,60803,cerevisiae
k141_12886,38,64862,80.1257,9751,uvarum
k141_10367,2,2742,98.1782,377,mikatae
k141_10368,0,1206,12.8419,9,kudriavzevii
k141_10369,0,1778,12.113,20,kudriavzevii
k141_6797,39,46337,80.5109,14420,lactis
k141_3173,30,48331,107.747,25235,kluyveri
k141_3181,1,2423,14.1575,66,kudriavzevii
k141_3183,1,2379,66.2625,283,paradoxus
k141_7737,17,30713,85.0468,6400,stipitis
k141_8595,57,89612,78.6054,26864,lactis
k141_11088,14,25013,82.4995,7281,mikatae
k141_9582,11,21897,54.7022,3533,paradoxus
k141_11091,0,2791,120.71,1002,kluyveri
k141_12204,44,69745,79.9317,20836,lactis
k141_10373,7,17929,81.9935,3665,paradoxus
k141_12889,17,25609,84.4689,5924,mikatae
k141_662,39,75303,94.138,18437,castellii
k141_6804,6,7245,82.9395,1895,uvarum
k141_6805,0,2041,120.915,313,kluyveri
k141_10379,4,4666,69.8282,1285,paradoxus
k141_12890,7,6574,59.5743,1267,paradoxus
k141_5186,33,57798,76.5545,10192,uvarum
k141_10388,2,1187,12.2613,33,kudriavzevii
k141_6809,10,12207,70.0102,1900,wickerhamii
k141_5189,4,8028,223.772,2726,paradoxus
k141_10391,0,7548,53.3444,829,paradoxus
k141_4138,111,160420,87.2514,45578,waltii
k141_3186,11,19952,266.821,10026,cerevisiae
k141_9583,11,15584,82.8003,2358,wickerhamii
k141_7738,15,22991,55.1648,4073,paradoxus
k141_3190,0,5880,55.2818,808,paradoxus
k141_12207,3,13873,103.829,4846,kluyveri
k141_7739,0,3482,81.5405,1154,mikatae
k141_1546,26,43257,94.0511,12826,castellii
k141_7741,1,3048,73.9862,375,uvarum
k141_7743,1,3103,133.023,450,castellii
k141_1548,6,8623,107.06,2726,kluyveri
k141_7747,2,2273,11.4352,39,kudriavzevii
k141_10397,13,12293,176.961,4190,uvarum
k141_664,29,29359,81.6942,10551,waltii
k141_5191,6,10822,59.1183,1612,paradoxus
k141_6812,9,23968,83.2165,5418,mikatae
k141_4141,14,27796,78.3398,8870,lactis
k141_671,0,1643,13.4802,16,kudriavzevii
k141_672,16,11609,82.7155,2889,uvarum
k141_673,3,4696,57.2266,735,paradoxus
k141_8596,29,61059,48.1319,1312,gossypii
k141_8600,1,1127,11.4268,34,kudriavzevii
k141_8601,1,1303,14.4675,34,kudriavzevii
k141_5192,21,29339,95.7038,10174,kluyveri
k141_6813,2,9940,271.954,5300,cerevisiae
k141_13933,80,136588,86.3717,30428,stipitis
k141_13934,0,1546,11.437,13,kudriavzevii
k141_7754,19,32170,47.3446,606,gossypii
k141_11095,62,68839,78.9834,21712,waltii
k141_7756,3,7694,59.8033,1583,paradoxus
k141_11096,0,1077,106.754,324,kluyveri
k141_7758,0,2167,10.8235,20,kudriavzevii
k141_674,2,8887,292.583,4965,cerevisiae
k141_8605,0,1079,13.2637,10,kudriavzevii
k141_9588,28,45432,82.5037,9297,uvarum
k141_5196,0,1951,128.666,616,mikatae
k141_9591,5,7003,79.1338,1314,mikatae
k141_5199,6,6333,59.9753,1518,paradoxus
k141_1549,27,48262,110.066,20937,kluyveri
k141_677,7,13047,85.7785,3358,mikatae
k141_12215,41,57926,101.852,24511,kluyveri
k141_12223,1,2034,280.491,2840,paradoxus
k141_1550,3,11394,61.0157,2126,paradoxus
k141_1552,1,1666,1077.73,796,Unmapped
k141_11097,3,9096,65.3213,1595,paradoxus
k141_7760,4,7488,78.8008,1933,uvarum
k141_11098,6,8438,109.294,3249,mikatae
k141_13935,23,39911,79.1321,6953,uvarum
k141_11102,5,9250,46.9829,1357,paradoxus
k141_13936,4,2927,60.2179,347,paradoxus
k141_12224,1,4358,245.058,1826,cerevisiae
k141_9592,13,21721,75.039,3449,uvarum
k141_1554,1,4590,208.773,1090,kudriavzevii
k141_9607,1,2535,108.4,186,stipitis
k141_12226,8,15057,72.0548,2609,mikatae
k141_12231,6,4090,59.9701,974,paradoxus
k141_4143,45,75682,48.1785,2003,gossypii
k141_9613,1,1137,60.922,210,paradoxus
k141_6816,35,64019,95.9997,24624,kluyveri
k141_9616,5,8079,78.1355,1707,waltii
k141_9617,4,3328,52.8527,418,paradoxus
k141_6818,2,4118,75.5615,713,mikatae
k141_9620,2,1353,50.7315,190,paradoxus
k141_9622,3,4415,65.1428,646,paradoxus
k141_4149,3,5507,51.9798,127,gossypii
k141_4151,1,1842,496.572,971,cerevisiae
k141_5202,22,51028,79.4558,8935,uvarum
k141_678,33,53357,108.596,24002,kluyveri
k141_5209,3,2968,57.4812,569,paradoxus
k141_8610,41,67467,81.6465,18398,lactis
k141_7761,22,49918,73.0687,7796,uvarum
k141_8613,3,1017,9.83391,17,kudriavzevii
k141_7763,1,1220,10.2393,29,kudriavzevii
k141_7766,4,1884,9.40081,24,kudriavzevii
k141_7767,0,1233,10.6639,5,Unmapped
k141_12232,25,31085,82.2671,6102,uvarum
k141_7768,0,1210,124.146,115,cerevisiae
k141_1555,25,49903,82.5976,7965,uvarum
k141_9625,16,21763,276.695,16547,cerevisiae
k141_7769,6,7506,48.2338,124,gossypii
k141_5211,2,4417,118.261,1109,kluyveri
k141_5212,1,1471,12.4671,33,kudriavzevii
k141_12894,92,138957,46.9185,2915,gossypii
k141_5216,0,1322,8.35068,13,kudriavzevii
k141_5217,1,1623,13.647,45,kudriavzevii
k141_5221,0,1651,13.4504,11,kudriavzevii
k141_8614,8,16332,55.0595,2291,paradoxus
k141_6126,110,202355,86.723,46826,stipitis
k141_12234,0,3136,72.8121,1025,paradoxus
k141_1558,0,1717,97.8041,124,kudriavzevii
k141_9627,0,1297,5020.17,15534,paradoxus
k141_12235,2,2093,17.5085,59,kudriavzevii
k141_8616,5,6930,55.149,1656,paradoxus
k141_8619,0,1179,121.075,116,Unmapped
k141_12240,0,1706,13.8175,19,kudriavzevii
k141_682,14,21970,56.0009,3650,paradoxus
k141_10399,77,123837,99.8644,34015,castellii
k141_12245,0,2336,52.2118,263,paradoxus
k141_5224,9,12564,60.1014,3376,paradoxus
k141_4154,20,33730,79.3651,7670,mikatae
k141_12896,8,12808,287.255,7271,cerevisiae
k141_5225,2,1281,8.78073,38,kudriavzevii
k141_686,4,1846,10.8337,76,kudriavzevii
k141_10402,3,4114,20.918,80,kudriavzevii
k141_10403,1,1629,65.0575,34,kudriavzevii
k141_10404,0,1168,11.2043,18,kudriavzevii
k141_5226,2,7196,40.1293,647,paradoxus
k141_9629,19,23011,81.9889,3830,uvarum
k141_10408,2,7214,56.5814,1256,paradoxus
k141_12897,10,14234,92.994,2520,castellii
k141_9630,0,2594,46.4157,367,paradoxus
k141_6127,1,1567,57.0438,119,paradoxus
k141_7772,15,15101,86.4574,4235,uvarum
k141_6823,28,42242,276.333,37833,cerevisiae
k141_8624,2,2994,91.7637,2619,kluyveri
k141_6824,0,5089,275.757,3938,cerevisiae
k141_6134,3,5639,180.659,2961,waltii
k141_2282,224,347823,86.66,87244,stipitis
k141_11104,53,74252,75.7764,16736,gossypii
k141_6137,2,3395,92.0693,800,castellii
k141_6138,2,4585,51.1756,550,paradoxus
k141_6826,9,9922,107.152,4069,kluyveri
k141_11105,8,6439,71.0876,1684,uvarum
k141_11106,1,1036,82.6095,70,cerevisiae
k141_11108,0,1218,112.555,601,kluyveri
k141_13938,55,84283,78.0105,15009,stipitis
k141_9632,1,1767,675.888,5252,cerevisiae
k141_12248,15,29792,95.257,8030,castellii
k141_5239,14,17931,61.5898,4751,paradoxus
k141_5241,4,5019,52.8509,805,paradoxus
k141_12252,5,4724,125.486,1356,castellii
k141_5242,2,6000,251.319,2925,cerevisiae
k141_11110,3,4261,55.6144,810,paradoxus
k141_8628,9,21623,86.3907,3790,mikatae
k141_6139,21,21766,57.0575,5264,paradoxus
k141_6141,1,2598,54.9212,319,paradoxus
k141_2284,5,18713,61.2485,3371,paradoxus
k141_2286,0,1187,10.377,14,kudriavzevii
k141_9636,7,14937,82.4219,3002,mikatae
k141_8640,0,1130,12.6959,24,kudriavzevii
k141_8643,1,1131,149.641,309,waltii
k141_9641,3,3495,60.0508,608,paradoxus
k141_7776,27,43226,86.1914,12819,lactis
k141_7777,1,1584,263.658,3220,kluyveri
k141_6145,2,1095,10.5693,19,kudriavzevii
k141_6147,0,1267,15.9248,22,kudriavzevii
k141_12254,7,16614,77.1043,2397,uvarum
k141_12255,2,1088,10.8966,38,kudriavzevii
k141_12257,1,2055,947.09,15262,cerevisiae
k141_5248,7,14107,59.1186,2436,paradoxus
k141_5250,1,2493,45.7687,246,paradoxus
k141_9650,11,16629,57.0425,2974,paradoxus
k141_5254,0,1097,546.045,390,cerevisiae
k141_687,39,67045,76.7406,18206,lactis
k141_5262,1,1672,241.589,718,uvarum
k141_11112,31,41593,71.2278,10846,lactis
k141_13941,32,43523,78.3092,6885,uvarum
k141_13945,2,1653,12.2442,37,kudriavzevii
k141_5263,9,11654,84.509,1913,uvarum
k141_2301,17,33802,313.797,24308,cerevisiae
k141_11113,7,9957,331.567,7939,cerevisiae
k141_13946,5,4225,470.979,4388,cerevisiae
k141_11118,1,1612,96.1101,297,mikatae
k141_4155,32,74574,94.0426,21248,castellii
